Date,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
09/07/2002,,,,,,,,,,,,,,,,25.7,21.45,24.6,25,,,,,,0.27,0.66
10/07/2002,,,,,,,,,,,,,,,,23.15,18.35,23.8,24.5,,,,,,0.28,0.66
11/07/2002,,,,,,,,,,,,,,,,24.2,17.9,22.45,23.9,,,,,,0.27,0.66
12/07/2002,,,,,,,,,,,,,,,,23.1,20.4,23.3,25.25,,,,,,0.27,0.66
13/07/2002,,,,,,,,,,,,,,,,24.7,16.75,22.85,24.4,,,,,,0.24,0.66
14/07/2002,,,,,,,,,,,,,,,,25.4,15.1,20.85,21.9,,,,,,0.25,0.68
15/07/2002,,,,,,,,,,,,,,,,21.25,12.6,18.4,20.4,,,,,,0.29,0.69
16/07/2002,,,,,,,,,,,,,,,,20.3,12.75,15.55,21.65,,,,,,0.3,0.67
17/07/2002,,,,,,,,,,,,,,,,20.95,11.95,16.15,22.2,,,,,,0.31,0.67
18/07/2002,,,,,,,,,,,,,,,,21.6,15.25,18.95,23.25,,,,,,0.3,0.67
19/07/2002,,,,,,,,,,,,,,,,23.35,14.9,19.7,24.15,,,,,,0.27,0.66
20/07/2002,,,,,,,,,,,,,,,,22.3,16.15,18.95,23,,,,,,0.26,0.66
21/07/2002,,,,,,,,,,,,,,,,23.1,17.7,21.35,24.05,,,,,,0.24,0.66
22/07/2002,,,,,,,,,,,,,,,,23.1,17.95,22.3,24.3,,,,,,0.23,0.66
23/07/2002,,,,,,,,,,,,,,,,24.25,19.15,23.75,25.5,,,,,,0.27,0.66
24/07/2002,,,,,,,,,,,,,,,,24.8,17.15,22.6,24.35,,,,,,0.26,0.66
25/07/2002,,,,,,,,,,,,,,,,24.8,17.6,23.35,24.95,,,,,,0.26,0.67
26/07/2002,,,,,,,,,,,,,,,,23,15.9,22,23.2,,,,,,0.26,0.66
27/07/2002,,,,,,,,,,,,,,,,23.1,16.5,22.95,24.05,,,,,,0.23,0.65
28/07/2002,,,,,,,,,,,,,,,,22.55,19.1,23.95,24,,,,,,0.19,0.65
29/07/2002,,,,,,,,,,,,,,,,24.95,19.95,25.3,25.7,,,,,,0.21,0.65
30/07/2002,,,,,,,,,,,,,,,,25.6,18.6,24.75,26,,,,,,0.24,0.66
31/07/2002,,,,,,,,,,,,,,,,25.25,16.35,22.75,25.35,,,,,,0.24,0.66
01/08/2002,,,,,,,,,,,,,,,,23.65,16.95,21.95,24.7,,,,,,0.25,0.66
02/08/2002,,,,,,,,,,,,,,,,24.1,17.4,22.25,24.55,,,,,,0.26,0.66
03/08/2002,,,,,,,,,,,,,,,,24.6,18.95,25,26.1,,,,,,0.23,0.66
04/08/2002,,,,,,,,,,,,,,,,26.25,18.3,24.1,26.5,,,,,,0.23,0.66
05/08/2002,,,,,,,,,,,,,,,,25.15,17.95,23.35,25.3,,,,,,0.22,0.64
06/08/2002,,,,,,,,,,,,,,,,23.95,14,18.95,22.55,,,,,,0.43,0.89
07/08/2002,,,,,,,,,,,,,,,,21.05,15.25,16.8,21.75,,,,,,0.37,0.72
08/08/2002,,,,,,,,,,,,,,,,21.65,17.2,19.1,23.5,,,,,,0.3,0.69
09/08/2002,,,,,,,,,,,,,,,,23.65,14.4,17.3,22.3,,,,,,0.3,0.69
10/08/2002,,,,,,,,,,,,,,,,21.55,10.7,12.4,18.8,,,,,,0.35,0.74
11/08/2002,,,,,,,,,,,,,,,,18.05,10.3,16.3,19.7,,,,,,0.34,0.71
12/08/2002,,,,,,,,,,,,,,,,0,10.75,14.8,19.8,,,,,,0.32,0.68
13/08/2002,,,,,,,,,,,,,,,,19.45,14.9,15.9,21.05,,,,,,0.29,0.67
14/08/2002,,,,,,,,,,,,,,,,20.75,16.85,17.4,22.9,,,,,,0.26,0.67
15/08/2002,,,,,,,,,,,,,,,,22.35,18.5,16.5,22.95,,,,,,0.24,0.67
16/08/2002,,,,,,,,,,,,,,,,22.95,20.6,19.9,24.7,,,,,,0.24,0.67
17/08/2002,,,,,,,,,,,,,,,,23.8,20.75,21.45,25.4,,,,,,0.24,0.66
18/08/2002,,,,,,,,,,,,,,,,25,19.4,21.45,24.8,,,,,,0.24,0.66
19/08/2002,,,,,,,,,,,,,,,,24.75,20.1,22.6,25.05,,,,,,0.28,0.65
20/08/2002,,,,,,,,,,,,,,,,24.9,19.7,24,25.95,,,,,,0.26,0.66
21/08/2002,,,,,,,,,,,,,,,,24.7,17.75,22.5,25,,,,,,0.26,0.66
22/08/2002,,,,,,,,,,,,,,,,23.1,18,23.15,24,,,,,,0.25,0.66
23/08/2002,,,,,,,,,,,,,,,,23.9,17.25,22.55,23.7,,,,,,0.24,0.66
24/08/2002,,,,,,,,,,,,,,,,21.85,19.05,23.7,23.7,,,,,,0.23,0.65
25/08/2002,,,,,,,,,,,,,,,,24.15,18.55,23.6,24,,,,,,0.24,0.66
26/08/2002,,,,,,,,,,,,,,,,24.15,15.95,20.05,22.4,,,,,,0.24,0.67
27/08/2002,,,,,,,,,,,,,,,,21,17.05,18.15,22.2,,,,,,0.26,0.65
28/08/2002,,,,,,,,,,,,,,,,22.4,14.45,16.25,21.3,,,,,,0.26,0.67
29/08/2002,,,,,,,,,,,,,,,,20.95,15.85,16.65,22.7,,,,,,0.31,0.67
30/08/2002,,,,,,,,,,,,,,,,20.8,18.2,19.5,23,,,,,,0.3,0.65
31/08/2002,,,,,,,,,,,,,,,,22.9,19.15,17.85,23.2,,,,,,0.25,0.65
01/09/2002,,,,,,,,,,,,,,,,22.8,16.55,18.35,22.9,,,,,,0.24,0.65
02/09/2002,,,,,,,,,,,,,,,,22.6,16.45,18.85,22.8,,,,,,0.28,0.64
03/09/2002,,,,,,,,,,,,,,,,21.65,16,18.05,22.45,,,,,,0.27,0.64
04/09/2002,,,,,,,,,,,,,,,,21.65,8.55,15.9,21,,,,,,0.26,0.65
05/09/2002,,,,,,,,,,,,,,,,20.4,12.55,15.85,21.9,,,,,,0.32,0.74
06/09/2002,,,,,,,,,,,,,,,,21.5,12.85,12.5,18.2,,,,,,0.29,0.76
07/09/2002,,,,,,,,,,,,,,,,16.5,13.9,16.05,20.15,,,,,,0.27,0.75
08/09/2002,,,,,,,,,,,,,,,,20,15.05,15.45,20.7,,,,,,0.23,0.74
09/09/2002,,,,,,,,,,,,,,,,20.3,15.85,18,21.65,,,,,,0.29,0.87
10/09/2002,,,,,,,,,,,,,,,,22.15,15.7,17.55,23.5,,,,,,0.26,1
11/09/2002,,,,,,,,,,,,,,,,21.35,16.7,17.15,21.8,,,,,,0.25,1.02
12/09/2002,,,,,,,,,,,,,,,,21,15.45,17.2,20.95,,,,,,0.25,1.03
13/09/2002,,,,,,,,,,,,,,,,19.5,14.05,15.35,19.2,,,,,,0.24,1.03
14/09/2002,,,,,,,,,,,,,,,,16.45,13.45,15.8,18.5,,,,,,0.23,1.01
15/09/2002,,,,,,,,,,,,,,,,17.05,14.1,15,18.15,,,,,,0.22,1.01
16/09/2002,,,,,,,,,,,,,,,,18.5,14.45,17.7,19.6,,,,,,0.23,1.02
17/09/2002,,,,,,,,,,,,,,,,19.6,12.25,18,18.55,,,,,,0.23,1.02
18/09/2002,,,,,,,,,,,,,,,,18.2,13.95,19.5,20.55,,,,,,0.23,1.02
19/09/2002,,,,,,,,,,,,,,,,20.65,15.45,20.45,20.6,,,,,,0.24,1.03
20/09/2002,,,,,,,,,,,,,,,,22.6,15.8,19.55,23.35,,,,,,0.24,1.03
21/09/2002,,,,,,,,,,,,,,,,21.75,13.55,15.4,20.9,,,,,,0.24,1
22/09/2002,,,,,,,,,,,,,,,,20.25,10.85,10.5,17.9,,,,,,0.4,1.32
23/09/2002,,,,,,,,,,,,,,,,16.95,7.35,7.75,13.65,,,,,,0.71,2.03
24/09/2002,,,,,,,,,,,,,,,,11.35,6.8,11.05,15,,,,,,0.5,1.61
25/09/2002,,,,,,,,,,,,,,,,15.6,7.25,11.7,16.05,,,,,,0.4,1.01
26/09/2002,,,,,,,,,,,,,,,,13.65,9.45,11.3,15.1,,,,,,0.39,0.92
27/09/2002,,,,,,,,,,,,,,,,15.9,9.75,12.85,16.6,,,,,,0.37,0.79
28/09/2002,,,,,,,,,,,,,,,,14.85,9.5,11.6,14.35,,,,,,0.31,0.77
29/09/2002,,,,,,,,,,,,,,,,13.55,9.6,11.25,13.45,,,,,,0.25,0.75
30/09/2002,,,,,,,,,,,,,,,,13.8,11.3,13.05,14.9,,,,,,0.32,0.74
01/10/2002,,,,,,,,,,,,,,,,14.9,10.45,12.3,14.65,,,,,,0.3,0.73
02/10/2002,,,,,,,,,,,,,,,,14.5,13.9,14,15.55,,,,,,0.31,0.73
03/10/2002,,,,,,,,,,,,,,,,16.3,12.8,14.3,16.5,,,,,,0.29,0.73
04/10/2002,,,,,,,,,,,,,,,,15.65,11.7,11.5,14.95,,,,,,0.27,0.74
05/10/2002,,,,,,,,,,,,,,,,15.25,13.35,15.4,17.25,,,,,,0.25,0.73
06/10/2002,,,,,,,,,,,,,,,,16.6,10,12.95,14.15,,,,,,0.25,0.74
07/10/2002,,,,,,,,,,,,,,,,13.6,11.35,15.55,16.55,,,,,,0.29,0.73
08/10/2002,,,,,,,,,,,,,,,,16.55,8.2,10.85,13.1,,,,,,0.3,0.74
09/10/2002,,,,,,,,,,,,,,,,14.25,10.25,11.9,14.95,,,,,,0.3,0.74
10/10/2002,,,,,,,,,,,,,,,,16.85,10.45,9.3,16.25,,,,,,0.39,0.81
11/10/2002,,,,,,,,,,,,,,,,15.9,9,11.45,15.15,,,,,,0.51,0.83
12/10/2002,,,,,,,,,,,,,,,,14.8,7.35,8,12.65,,,,,,0.44,0.79
13/10/2002,,,,,,,,,,,,,,,,11.75,11.05,13.65,15.95,,,,,,0.37,0.76
14/10/2002,,,,,,,,,,,,,,,,15.3,10.05,10.35,13.95,,,,,,0.38,0.76
15/10/2002,,,,,,,,,,,,,,,,15.35,9.8,13.7,17.05,,,,,,0.37,0.76
16/10/2002,,,,,,,,,,,,,,,,17.8,11.75,13.8,18.8,,,,,,0.37,0.76
17/10/2002,,,,,,,,,,,,,,,,18.9,11.6,12.9,18.85,,,,,,0.38,0.79
18/10/2002,,,,,,,,,,,,,,,,18.9,8.85,12.65,18.25,,,,,,0.57,1.36
19/10/2002,,,,,,,,,,,,,,,,17.15,8.7,12.3,15.25,,,,,,0.48,0.87
20/10/2002,,,,,,,,,,,,,,,,13.4,8.25,12,13.45,,,,,,0.42,0.75
21/10/2002,,,,,,,,,,,,,,,,13.95,9.3,8.15,12.55,,,,,,0.38,0.76
22/10/2002,,,,,,,,,,,,,,,,16.3,10.1,13.5,19.6,,,,,,0.83,2.17
23/10/2002,,,,,,,,,,,,,,,,18.7,10.1,12.2,19.4,,,,,,1.12,2.95
24/10/2002,,,,,,,,,,,,,,,,17.25,8.7,11.5,15.75,,,,,,0.84,2.05
25/10/2002,,,,,,,,,,,,,,,,15.8,11.15,9.35,13.65,,,,,,0.71,1.51
26/10/2002,,,,,,,,,,,,,,,,15.1,10,13.45,17.3,,,,,,0.65,1.22
27/10/2002,,,,,,,,,,,,,,,,16.8,10.1,12.3,16.95,,,,,,0.59,0.96
28/10/2002,,,,,,,,,,,,,,,,16.25,11.95,13.35,16.1,,,,,,0.52,0.76
29/10/2002,,,,,,,,,,,,,,,,13.5,11.95,12,13.5,,,,,,0.49,0.73
30/10/2002,,,,,,,,,,,,,,,,14.6,7.7,7.75,11.4,,,,,,0.46,0.72
31/10/2002,,,,,,,,,,,,,,,,12.7,10.6,0,16,,,,,,0.45,0.71
01/11/2002,,,,,,,,,,,,,,,,16.7,10.7,0,15.55,,,,,,0.4,0.71
02/11/2002,,,,,,,,,,,,,,,,15.7,9.35,0,15.6,,,,,,0.41,0.71
03/11/2002,,,,,,,,,,,,,,,,16.3,8,0,15.75,,,,,,0.38,0.71
04/11/2002,,,,,,,,,,,,,,,,14.55,8.45,0,14,,,,,,0.44,0.7
05/11/2002,,,,,,,,,,,,,,,,12.25,8.4,12.5,11.15,,,,,,0.4,0.69
06/11/2002,,,,,,,,,,,,,,,,11.5,4.4,7.05,9.4,,,,,,0.38,0.68
07/11/2002,,,,,,,,,,,,,,,,8.2,0.9,2.9,6.65,,,,,,0.4,0.69
08/11/2002,,,,,,,,,,,,,,,,7.1,3.5,7.9,8.75,,,,,,0.38,0.68
09/11/2002,,,,,,,,,,,,,,,,7.55,3.9,2.6,5.45,,,,,,0.34,0.68
10/11/2002,,,,,,,,,,,,,,,,6.7,8.05,10.1,12,,,,,,0.29,0.68
11/11/2002,,,,,,,,,,,,,,,,11.35,8.15,5.45,8.1,,,,,,0.38,0.69
12/11/2002,,,,,,,,,,,,,,,,9.8,9.55,10.3,13.3,,,,,,0.4,0.69
13/11/2002,,,,,,,,,,,,,,,,13.8,8.5,6.15,12.2,,,,,,0.46,0.89
14/11/2002,,,,,,,,,,,,,,,,13.15,9.85,0,13.3,,,,,,0.69,1.46
15/11/2002,,,,,,,,,,,,,,,,14.75,11.65,0,16.05,,,,,,0.58,0.93
16/11/2002,,,,,,,,,,,,,,,,17.6,10.4,0,16.9,,,,,,0.54,0.76
17/11/2002,,,,,,,,,,,,,,,,16.8,8.1,0,13.75,,,,,,0.7,1.45
18/11/2002,,,,,,,,,,,,,,,,13.95,6.65,0,13.45,,,,,,0.9,2.19
19/11/2002,,,,,,,,,,,,,,,,13.25,5.5,0,12.05,,,,,,1.01,2.49
20/11/2002,,,,,,,,,,,,,,,,12.15,8.2,12.4,13.1,,,,,,0.91,2.16
21/11/2002,,,,,,,,,,,,,,,,12.55,7.15,11,11.45,,,,,,0.86,2.04
22/11/2002,,,,,,,,,,,,,,,,12.05,6.35,12.65,13.35,,,,,,1.08,2.69
23/11/2002,,,,,,,,,,,,,,,,13.15,7.15,9.95,11.65,,,,,,0.98,2.39
24/11/2002,,,,,,,,,,,,,,,,11.5,8.55,11.75,12.1,,,,,,0.89,2.13
25/11/2002,,,,,,,,,,,,,,,,14.15,6.4,18.8,16.5,,,,,,0.86,2.06
26/11/2002,,,,,,,,,,,,,,,,17.45,11.1,12.6,14.7,,,,,,0.85,2.05
27/11/2002,,,,,,,,,,,,,,,,14.6,12.3,16.75,16.6,,,,,,0.78,1.79
28/11/2002,,,,,,,,,,,,,,,,15.35,10.4,13.2,14.5,,,,,,0.69,1.48
29/11/2002,,,,,,,,,,,,,,,,15.55,7.7,11.95,14.6,,,,,,0.67,1.42
30/11/2002,,,,,,,,,,,,,,,,13.45,4.35,8.6,9.9,,,,,,0.72,1.53
01/12/2002,,,,,,,,,,,,,,,,6.3,5.6,9.3,9.75,,,,,,0.72,1.62
02/12/2002,,,,,,,,,,,,,,,,8.6,1.85,4.25,5.3,,,,,,0.68,1.44
03/12/2002,,,,,,,,,,,,,,,,6.25,1.25,6.3,7,,,,,,0.65,1.3
04/12/2002,,,,,,,,,,,,,,,,7.4,3.6,4.7,7.45,,,,,,0.6,1.04
05/12/2002,,,,,,,,,,,,,,,,8.15,3.5,4.65,7.4,,,,,,0.58,0.91
06/12/2002,,,,,,,,,,,,,,,,9.7,4.9,9.5,11.2,,,,,,0.57,0.96
07/12/2002,,,,,,,,,,,,,,,,12.6,4.6,7,10.2,,,,,,0.57,0.85
08/12/2002,,,,,,,,,,,,,,,,9,2.8,6.95,7.3,,,,,,0.52,0.76
09/12/2002,,,,,,,,,,,,,,,,8.4,-0.6,4.7,5.1,,,,,,0.49,0.75
10/12/2002,,,,,,,,,,,,,,,,4.85,-0.9,3.9,4.35,,,,,,0.49,0.74
11/12/2002,,,,,,,,,,,,,,,,5.6,1.7,4.7,6.3,,,,,,0.46,0.74
12/12/2002,,,,,,,,,,,,,,,,6.65,3.05,5.75,8.05,,,,,,0.5,0.75
13/12/2002,,,,,,,,,,,,,,,,7.8,4.05,4.55,8.05,,,,,,0.51,0.77
14/12/2002,,,,,,,,,,,,,,,,0,5.2,5.7,7,,,,,,0.49,0.75
15/12/2002,,,,,,,,,,,,,,,,6.3,4.2,5.85,8.05,,,,,,0.46,0.75
16/12/2002,,,,,,,,,,,,,,,,6.5,4.75,5.35,8.5,,,,,,0.5,0.74
17/12/2002,,,,,,,,,,,,,,,,7.45,5.95,7.45,11.3,,,,,,0.53,0.83
18/12/2002,,,,,,,,,,,,,,,,9.9,4.1,9,9,,,,,,0.92,2.07
19/12/2002,,,,,,,,,,,,,,,,6.7,1.7,7.3,6.25,,,,,,0.78,1.77
20/12/2002,,,,,,,,,,,,,,,,4.55,1.05,5.05,3.95,,,,,,0.68,1.41
21/12/2002,,,,,,,,,,,,,,,,4.8,3.45,5.3,6.15,,,,,,0.63,1.15
22/12/2002,,,,,,,,,,,,,,,,6.75,4.7,6,8.35,,,,,,0.57,0.85
23/12/2002,,,,,,,,,,,,,,,,9.05,5.8,7.95,11.3,,,,,,0.58,0.84
24/12/2002,,,,,,,,,,,,,,,,11.6,6.55,7.5,11.9,,,,,,0.56,0.81
25/12/2002,,,,,,,,,,,,,,,,11.2,5.15,7.3,10.6,,,,,,0.55,0.8
26/12/2002,,,,,,,,,,,,,,,,7.8,5.6,7.1,9.05,,,,,,0.52,0.78
27/12/2002,,,,,,,,,,,,,,,,9.2,5.8,6.95,9.3,,,,,,0.52,0.79
28/12/2002,,,,,,,,,,,,,,,,9.9,5.65,8.05,10.75,,,,,,1.01,2.44
29/12/2002,,,,,,,,,,,,,,,,8.4,5.35,7.2,9,,,,,,0.9,2.11
30/12/2002,,,,,,,,,,,,,,,,8.8,5.8,9.5,11.3,,,,,,0.75,1.64
31/12/2002,,,,,,,,,,,,,,,,11.9,4.65,5.6,9.7,,,,,,0.75,1.64
01/01/2003,,,,,,,,,,,,,,,,9.05,6.2,10.3,11.15,,,,,,0.75,1.69
02/01/2003,,,,,,,,,,,,,,,,10.75,6.25,8.8,10.25,,,,,,0.72,1.53
03/01/2003,,,,,,,,,,,,,,,,12.35,6.85,10.4,14.25,,,,,,0.72,1.57
04/01/2003,,,,,,,,,,,,,,,,14.9,5.3,11.05,13.6,,,,,,0.66,1.36
05/01/2003,,,,,,,,,,,,,,,,12.6,1.6,5.7,7.45,,,,,,0.68,1.45
06/01/2003,,,,,,,,,,,,,,,,5.75,-1.2,2.2,3.2,,,,,,0.67,1.39
07/01/2003,,,,,,,,,,,,,,,,4.65,-3.4,4.95,4.75,,,,,,0.65,1.3
08/01/2003,,,,,,,,,,,,,,,,4.75,-2.45,2.55,4.65,,,,,,0.61,1.16
09/01/2003,,,,,,,,,,,,,,,,6.1,-3.35,3.65,4.25,,,,,,0.6,1.05
10/01/2003,,,,,,,,,,,,,,,,3.5,-1.25,1.4,2.8,,,,,,0.57,0.89
11/01/2003,,,,,,,,,,,,,,,,4.15,-3.1,3.6,4.95,,,,,,0.5,0.78
12/01/2003,,,,,,,,,,,,,,,,4.8,-3.9,1.85,2.25,,,,,,0.43,0.76
13/01/2003,,,,,,,,,,,,,,,,-0.1,-1.55,0.95,-0.15,,,,,,0.49,0.75
14/01/2003,,,,,,,,,,,,,,,,1.65,1.95,3.9,2.5,,,,,,0.47,0.76
15/01/2003,,,,,,,,,,,,,,,,4.5,2.85,6.55,6.6,,,,,,0.46,0.75
16/01/2003,,,,,,,,,,,,,,,,6.35,1.65,3.4,3.95,,,,,,0.47,0.75
17/01/2003,,,,,,,,,,,,,,,,4.5,2.4,7.8,7.45,,,,,,0.48,0.74
18/01/2003,,,,,,,,,,,,,,,,7.55,3.15,7.05,6.35,,,,,,0.42,0.74
19/01/2003,,,,,,,,,,,,,,,,5.5,3.95,6.65,5.85,,,,,,0.38,0.73
20/01/2003,,,,,,,,,,,,,,,,6.7,3.6,5.15,6.65,,,,,,0.47,0.73
21/01/2003,,,,,,,,,,,,,,,,7.05,3.35,5.55,8.35,,,,,,0.51,0.9
22/01/2003,,,,,,,,,,,,,,,,8.25,3.6,8.3,9.95,,,,,,0.94,2.19
23/01/2003,,,,,,,,,,,,,,,,9.45,2.6,6.05,6.85,,,,,,0.73,1.59
24/01/2003,,,,,,,,,,,,,,,,6.9,3.3,7.2,7.9,,,,,,0.64,1.29
25/01/2003,,,,,,,,,,,,,,,,9.75,1.95,6.65,7.55,,,,,,0.55,0.86
26/01/2003,,,,,,,,,,,,,,,,4.8,2.2,5.6,6.3,,,,,,0.5,0.79
27/01/2003,,,,,,,,,,,,,,,,6.15,3.4,6.55,6.65,,,,,,0.51,0.78
28/01/2003,,,,,,,,,,,,,,,,6.05,6.05,6.8,6.15,,,,,,0.49,0.77
29/01/2003,,,,,,,,,,,,,,,,5.8,2.95,0,5.1,,,,,,0.5,0.76
30/01/2003,,,,,,,,,,,,,,,,3.85,0.3,1.75,2.65,,,,,,0.51,0.75
31/01/2003,,,,,,,,,,,,,,,,1.75,-0.1,4.3,4.6,,,,,,0.49,0.75
01/02/2003,,,,,,,,,,,,,,,,5,-1.8,3.35,4.25,,,,,,0.4,0.74
02/02/2003,,,,,,,,,,,,,,,,1.7,-2.5,3.05,2.3,,,,,,0.37,0.74
03/02/2003,,,,,,,,,,,,,,,,1.95,-0.05,3.55,3.95,,,,,,0.44,0.75
04/02/2003,,,,,,,,,,,,,,,,5.25,-0.3,6.6,8.35,,,,,,0.97,2.23
05/02/2003,,,,,,,,,,,,,,,,6.15,0.45,5.25,6,,,,,,0.79,1.78
06/02/2003,,,,,,,,,,,,,,,,3.2,-0.25,4.2,4.25,,,,,,0.66,1.37
07/02/2003,,,,,,,,,,,,,,,,2.75,0.35,4.8,3.25,,,,,,0.59,1.03
08/02/2003,,,,,,,,,,,,,,,,4.15,0.7,4.15,4.1,,,,,,0.52,0.85
09/02/2003,,,,,,,,,,,,,,,,4.1,0.7,5.45,5.5,,,,,,0.47,0.81
10/02/2003,,,,,,,,,,,,,,,,3.1,-0.4,4.1,3.2,,,,,,0.5,0.8
11/02/2003,,,,,,,,,,,,,,,,2,-0.75,4.75,3.4,,,,,,0.49,0.78
12/02/2003,,,,,,,,,,,,,,,,3.65,-2.7,2.7,3.25,,,,,,0.47,0.76
13/02/2003,,,,,,,,,,,,,,,,1.7,-3.4,1.4,2,,,,,,0.46,0.76
14/02/2003,,,,,,,,,,,,,,,,2.75,-2.6,2.95,3.35,,,,,,0.44,0.75
15/02/2003,,,,,,,,,,,,,,,,1.05,-1.25,3.8,2.75,,,,,,0.38,0.74
16/02/2003,,,,,,,,,,,,,,,,4.25,-3.3,3.35,2.8,,,,,,0.36,0.74
17/02/2003,,,,,,,,,,,,,,,,4.1,-5.25,1.15,3.55,,,,,,0.44,0.74
18/02/2003,,,,,,,,,,,,,,,,2.75,-2.6,2.4,3.45,,,,,,0.4,0.73
19/02/2003,,,,,,,,,,,,,,,,1.5,-0.15,3.25,3.6,,,,,,0.41,0.73
20/02/2003,,,,,,,,,,,,,,,,2.35,2.1,5.7,4.65,,,,,,0.39,0.72
21/02/2003,,,,,,,,,,,,,,,,4.65,2.3,7.6,5.75,,,,,,0.39,0.71
22/02/2003,,,,,,,,,,,,,,,,6.7,1.65,5.25,5.95,,,,,,0.35,0.67
23/02/2003,,,,,,,,,,,,,,,,3.65,0.75,5.6,4.85,,,,,,0.31,0.67
24/02/2003,,,,,,,,,,,,,,,,3.1,1.7,6.1,4.55,,,,,,0.38,0.68
25/02/2003,,,,,,,,,,,,,,,,5.7,0,8.1,6,,,,,,0.38,0.67
26/02/2003,,,,,,,,,,,,,,,,-1.2,4.5,7.8,6.4,,,,,,0.38,0.67
27/02/2003,,,,,,,,,,,,,,,,6.4,3,7.7,6.95,,,,,,0.37,0.67
28/02/2003,,,,,,,,,,,,,,,,8.8,4.15,9.9,9.65,,,,,,0.38,0.68
01/03/2003,,,,,,,,,,,,,,,,10.25,3.7,11.05,11.85,,,,,,0.34,0.67
02/03/2003,,,,,,,,,,,,,,,,12.05,2.5,7.5,10.45,,,,,,0.33,0.68
03/03/2003,,,,,,,,,,,,,,,,9.3,4.85,8.3,9.85,,,,,,0.5,0.72
04/03/2003,,,,,,,,,,,,,,,,9.2,6,9.9,10.15,,,,,,0.45,0.68
05/03/2003,,,,,,,,,,,,,,,,9.2,6,9.5,9.8,,,,,,0.41,0.68
06/03/2003,,,,,,,,,,,,,,,,9.15,4.75,8.65,9.95,,,,,,0.38,0.67
07/03/2003,,,,,,,,,,,,,,,,11.65,3.7,9.55,10.5,,,,,,0.4,0.68
08/03/2003,,,,,,,,,,,,,,,,8.3,4.25,8.25,9.7,,,,,,0.34,0.67
09/03/2003,,,,,,,,,,,,,,,,9.4,6.95,10.55,11.4,,,,,,0.33,0.67
10/03/2003,,,,,,,,,,,,,,,,10.15,9.4,9.5,10.55,,,,,,0.39,0.67
11/03/2003,,,,,,,,,,,,,,,,12.1,7.05,9.7,12.65,,,,,,0.39,0.67
12/03/2003,,,,,,,,,,,,,,,,10.75,3.9,9.35,11.2,,,,,,0.37,0.66
13/03/2003,,,,,,,,,,,,,,,,11.65,6.85,11.75,13.15,,,,,,0.38,0.66
14/03/2003,,,,,,,,,,,,,,,,11.75,3.3,7.6,9.65,,,,,,0.39,0.66
15/03/2003,,,,,,,,,,,,,,,,8.4,0.65,6.3,7.6,,,,,,0.32,0.66
16/03/2003,,,,,,,,,,,,,,,,6.45,0.85,6.95,7.95,,,,,,0.34,0.65
17/03/2003,,,,,,,,,,,,,,,,7.55,4.2,9,10.35,,,,,,0.36,0.65
18/03/2003,,,,,,,,,,,,,,,,8.75,6.85,11.05,10.1,,,,,,0.35,0.65
19/03/2003,,,,,,,,,,,,,,,,9.6,5.1,10.1,9.6,,,,,,0.36,0.65
20/03/2003,,,,,,,,,,,,,,,,8.95,6.3,11.4,10,,,,,,0.36,0.65
21/03/2003,,,,,,,,,,,,,,,,10.6,5.3,0,12.2,,,,,,0.37,0.65
22/03/2003,,,,,,,,,,,,,,,,10.15,5.75,0,11.35,,,,,,0.33,0.65
23/03/2003,,,,,,,,,,,,,,,,11.2,4.15,0,10.85,,,,,,0.3,0.64
24/03/2003,,,,,,,,,,,,,,,,8.55,7.2,0,10.15,,,,,,0.37,0.64
25/03/2003,,,,,,,,,,,,,,,,9.8,5.7,0,10.3,,,,,,0.35,0.65
26/03/2003,,,,,,,,,,,,,,,,9.85,5.65,0,10.5,,,,,,0.35,0.65
27/03/2003,,,,,,,,,,,,,,,,8.85,7.5,0,9.85,,,,,,0.35,0.65
28/03/2003,,,,,,,,,,,,,,,,9.95,7.2,0,11.95,,,,,,0.35,0.65
29/03/2003,,,,,,,,,,,,,,,,11.65,7.5,0,12.95,,,,,,0.3,0.65
30/03/2003,,,,,,,,,,,,,,,,11.75,10.15,0,13.1,,,,,,0.3,0.65
31/03/2003,,,,,,,,,,,,,,,,14.25,10.6,0,15.1,,,,,,0.34,0.65
01/04/2003,,,,,,,,,,,,,,,,15.3,9.15,0,15.9,,,,,,0.35,0.65
02/04/2003,,,,,,,,,,,,,,,,14.3,3.4,0,12.55,,,,,,0.37,0.67
03/04/2003,,,,,,,,,,,,,,,,12.3,0.6,0,8.25,,,,,,0.5,0.68
04/04/2003,,,,,,,,,,,,,,,,9.4,4.2,0,11.95,,,,,,0.49,0.66
