Date,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Stia,Rainfall_Consuma,Rainfall_Incisa,Rainfall_Montevarchi,Rainfall_S_Savino,Rainfall_Laterina,Rainfall_Bibbiena,Rainfall_Camaldoli,Temperature_Firenze,Hydrometry_Nave_di_Rosano
01/04/2002,,,,,,,,,,,,,,,14.05,1.08
02/04/2002,,,,,,,,,,,,,,,14.05,1.12
03/04/2002,,,,,,,,,,,,,,,14.9,1.22
04/04/2002,,,,,,,,,,,,,,,15.4,1.23
05/04/2002,,,,,,,,,,,,,,,14.85,1.15
06/04/2002,,,,,,,,,,,,,,,10.4,1.13
07/04/2002,,,,,,,,,,,,,,,12.95,1.13
08/04/2002,,,,,,,,,,,,,,,15.3,1.13
09/04/2002,,,,,,,,,,,,,,,10.15,1.21
10/04/2002,,,,,,,,,,,,,,,11.15,1.22
11/04/2002,,,,,,,,,,,,,,,11.85,1.2
12/04/2002,,,,,,,,,,,,,,,14.4,1.35
13/04/2002,,,,,,,,,,,,,,,14.55,1.37
14/04/2002,,,,,,,,,,,,,,,14.25,1.35
15/04/2002,,,,,,,,,,,,,,,15.3,1.43
16/04/2002,,,,,,,,,,,,,,,14.45,1.4
17/04/2002,,,,,,,,,,,,,,,13.85,1.45
18/04/2002,,,,,,,,,,,,,,,14.15,1.39
19/04/2002,,,,,,,,,,,,,,,14.9,1.47
20/04/2002,,,,,,,,,,,,,,,13.95,1.27
21/04/2002,,,,,,,,,,,,,,,15.15,1.25
22/04/2002,,,,,,,,,,,,,,,18.55,1.44
23/04/2002,,,,,,,,,,,,,,,16.7,1.54
24/04/2002,,,,,,,,,,,,,,,15.9,1.49
25/04/2002,,,,,,,,,,,,,,,16.25,1.24
26/04/2002,,,,,,,,,,,,,,,16.85,1.2
27/04/2002,,,,,,,,,,,,,,,17.3,1.24
28/04/2002,,,,,,,,,,,,,,,16.75,1.24
29/04/2002,,,,,,,,,,,,,,,15.3,1.28
30/04/2002,,,,,,,,,,,,,,,17.6,1.43
01/05/2002,,,,,,,,,,,,,,,19.05,1.31
02/05/2002,,,,,,,,,,,,,,,17.15,1.35
03/05/2002,,,,,,,,,,,,,,,17.8,1.4
04/05/2002,,,,,,,,,,,,,,,15.95,1.64
05/05/2002,,,,,,,,,,,,,,,14.35,1.58
06/05/2002,,,,,,,,,,,,,,,15.8,1.53
07/05/2002,,,,,,,,,,,,,,,17.9,1.83
08/05/2002,,,,,,,,,,,,,,,17.75,1.56
09/05/2002,,,,,,,,,,,,,,,17.25,1.64
10/05/2002,,,,,,,,,,,,,,,17.7,1.79
11/05/2002,,,,,,,,,,,,,,,19,1.65
12/05/2002,,,,,,,,,,,,,,,18.5,1.45
13/05/2002,,,,,,,,,,,,,,,18.65,1.57
14/05/2002,,,,,,,,,,,,,,,18.65,1.61
15/05/2002,,,,,,,,,,,,,,,19.7,1.62
16/05/2002,,,,,,,,,,,,,,,22.6,1.54
17/05/2002,,,,,,,,,,,,,,,22.1,1.43
18/05/2002,,,,,,,,,,,,,,,20.5,1.27
19/05/2002,,,,,,,,,,,,,,,20.95,1.18
20/05/2002,,,,,,,,,,,,,,,19.3,1.22
21/05/2002,,,,,,,,,,,,,,,21.15,1.3
22/05/2002,,,,,,,,,,,,,,,21.7,1.27
23/05/2002,,,,,,,,,,,,,,,21.4,1.24
24/05/2002,,,,,,,,,,,,,,,20.15,1.28
25/05/2002,,,,,,,,,,,,,,,23.05,1.2
26/05/2002,,,,,,,,,,,,,,,19.9,1.15
27/05/2002,,,,,,,,,,,,,,,18.05,1.16
28/05/2002,,,,,,,,,,,,,,,16.95,1.37
29/05/2002,,,,,,,,,,,,,,,19.85,1.38
30/05/2002,,,,,,,,,,,,,,,21.1,1.29
31/05/2002,,,,,,,,,,,,,,,22.6,1.29
01/06/2002,,,,,,,,,,,,,,,22.9,1.32
02/06/2002,,,,,,,,,,,,,,,22.4,1.14
03/06/2002,,,,,,,,,,,,,,,21.3,1.17
04/06/2002,,,,,,,,,,,,,,,21.95,1.19
05/06/2002,,,,,,,,,,,,,,,22.2,1.2
06/06/2002,,,,,,,,,,,,,,,20.9,1.2
07/06/2002,,,,,,,,,,,,,,,16.9,1.35
08/06/2002,,,,,,,,,,,,,,,19.3,1.38
09/06/2002,,,,,,,,,,,,,,,19.1,1.2
10/06/2002,,,,,,,,,,,,,,,20.1,1.35
11/06/2002,,,,,,,,,,,,,,,20.7,1.24
12/06/2002,,,,,,,,,,,,,,,22.2,1.31
13/06/2002,,,,,,,,,,,,,,,24.1,1.28
14/06/2002,,,,,,,,,,,,,,,24.3,1.24
15/06/2002,,,,,,,,,,,,,,,24.9,1.17
16/06/2002,,,,,,,,,,,,,,,24.8,1.06
17/06/2002,,,,,,,,,,,,,,,27.45,1.06
18/06/2002,,,,,,,,,,,,,,,29.9,1.1
19/06/2002,,,,,,,,,,,,,,,29.35,1.05
20/06/2002,,,,,,,,,,,,,,,29.3,1.03
21/06/2002,,,,,,,,,,,,,,,28.5,1.02
22/06/2002,,,,,,,,,,,,,,,29.75,1.01
23/06/2002,,,,,,,,,,,,,,,30.65,1
24/06/2002,,,,,,,,,,,,,,,30.75,1
25/06/2002,,,,,,,,,,,,,,,30.3,1.03
26/06/2002,,,,,,,,,,,,,,,27,1.03
27/06/2002,,,,,,,,,,,,,,,26.05,0.99
28/06/2002,,,,,,,,,,,,,,,26.9,1
29/06/2002,,,,,,,,,,,,,,,25.45,1.01
30/06/2002,,,,,,,,,,,,,,,22.7,1
01/07/2002,,,,,,,,,,,,,,,24.05,1.05
02/07/2002,,,,,,,,,,,,,,,26.45,1.08
03/07/2002,,,,,,,,,,,,,,,26.3,1.04
04/07/2002,,,,,,,,,,,,,,,24.9,1.02
05/07/2002,,,,,,,,,,,,,,,24.95,1.02
06/07/2002,,,,,,,,,,,,,,,24.1,1.04
07/07/2002,,,,,,,,,,,,,,,25.4,1.03
08/07/2002,,,,,,,,,,,,,,,26.25,1.04
09/07/2002,,,,,,,,,,,,,,,26.65,1.2
10/07/2002,,,,,,,,,,,,,,,26.35,1.16
11/07/2002,,,,,,,,,,,,,,,26,1.17
12/07/2002,,,,,,,,,,,,,,,27.6,1.1
13/07/2002,,,,,,,,,,,,,,,25.85,1.03
14/07/2002,,,,,,,,,,,,,,,23.1,1.04
15/07/2002,,,,,,,,,,,,,,,22.3,1.21
16/07/2002,,,,,,,,,,,,,,,20.8,1.24
17/07/2002,,,,,,,,,,,,,,,22.6,1.18
18/07/2002,,,,,,,,,,,,,,,25,1.08
19/07/2002,,,,,,,,,,,,,,,23.85,1.07
20/07/2002,,,,,,,,,,,,,,,25.25,1.06
21/07/2002,,,,,,,,,,,,,,,25.15,1.07
22/07/2002,,,,,,,,,,,,,,,25.65,1.03
23/07/2002,,,,,,,,,,,,,,,27.15,1.03
24/07/2002,,,,,,,,,,,,,,,27,1.03
25/07/2002,,,,,,,,,,,,,,,25.8,1.08
26/07/2002,,,,,,,,,,,,,,,23.5,1.03
27/07/2002,,,,,,,,,,,,,,,22.1,1.02
28/07/2002,,,,,,,,,,,,,,,24.75,1.02
29/07/2002,,,,,,,,,,,,,,,26.35,1.01
30/07/2002,,,,,,,,,,,,,,,26.35,1.09
31/07/2002,,,,,,,,,,,,,,,25.1,1.09
01/08/2002,,,,,,,,,,,,,,,26.3,1.09
02/08/2002,,,,,,,,,,,,,,,27.4,1.05
03/08/2002,,,,,,,,,,,,,,,27.6,1.04
04/08/2002,,,,,,,,,,,,,,,26.6,1.03
05/08/2002,,,,,,,,,,,,,,,26.35,1.02
06/08/2002,,,,,,,,,,,,,,,23.25,1.13
07/08/2002,,,,,,,,,,,,,,,23,1.24
08/08/2002,,,,,,,,,,,,,,,24.7,1.05
09/08/2002,,,,,,,,,,,,,,,22.05,1.23
10/08/2002,,,,,,,,,,,,,,,19.2,1.52
11/08/2002,,,,,,,,,,,,,,,20.8,2.19
12/08/2002,,,,,,,,,,,,,,,21.05,1.59
13/08/2002,,,,,,,,,,,,,,,22.75,1.43
14/08/2002,,,,,,,,,,,,,,,23.9,1.27
15/08/2002,,,,,,,,,,,,,,,24.2,1.23
16/08/2002,,,,,,,,,,,,,,,25.8,1.07
17/08/2002,,,,,,,,,,,,,,,25.15,1.08
18/08/2002,,,,,,,,,,,,,,,24.6,1.04
19/08/2002,,,,,,,,,,,,,,,25.45,1.07
20/08/2002,,,,,,,,,,,,,,,26.8,1.2
21/08/2002,,,,,,,,,,,,,,,26.15,1.08
22/08/2002,,,,,,,,,,,,,,,26.2,1.05
23/08/2002,,,,,,,,,,,,,,,25.25,1.06
24/08/2002,,,,,,,,,,,,,,,24.75,1.14
25/08/2002,,,,,,,,,,,,,,,25.25,1.05
26/08/2002,,,,,,,,,,,,,,,24.15,1.12
27/08/2002,,,,,,,,,,,,,,,23.5,1.33
28/08/2002,,,,,,,,,,,,,,,21.9,1.24
29/08/2002,,,,,,,,,,,,,,,21.7,1.26
30/08/2002,,,,,,,,,,,,,,,22.7,1.3
31/08/2002,,,,,,,,,,,,,,,23.4,1.19
01/09/2002,,,,,,,,,,,,,,,23.15,1.17
02/09/2002,,,,,,,,,,,,,,,23.45,1.09
03/09/2002,,,,,,,,,,,,,,,22.9,1.13
04/09/2002,,,,,,,,,,,,,,,21.95,1.17
05/09/2002,,,,,,,,,,,,,,,22.65,1.26
06/09/2002,,,,,,,,,,,,,,,20.25,1.28
07/09/2002,,,,,,,,,,,,,,,20.2,1.34
08/09/2002,,,,,,,,,,,,,,,21.3,1.15
09/09/2002,,,,,,,,,,,,,,,22.75,1.18
10/09/2002,,,,,,,,,,,,,,,24.3,1.24
11/09/2002,,,,,,,,,,,,,,,22,1.22
12/09/2002,,,,,,,,,,,,,,,21.85,1.22
13/09/2002,,,,,,,,,,,,,,,19.35,1.21
14/09/2002,,,,,,,,,,,,,,,18.35,1.12
15/09/2002,,,,,,,,,,,,,,,18.3,1.04
16/09/2002,,,,,,,,,,,,,,,19.85,1.11
17/09/2002,,,,,,,,,,,,,,,20.25,1.12
18/09/2002,,,,,,,,,,,,,,,21.35,1.09
19/09/2002,,,,,,,,,,,,,,,21.85,1.13
20/09/2002,,,,,,,,,,,,,,,23.75,1.14
21/09/2002,,,,,,,,,,,,,,,22.05,1.14
22/09/2002,,,,,,,,,,,,,,,18.9,1.78
23/09/2002,,,,,,,,,,,,,,,15.9,2.16
24/09/2002,,,,,,,,,,,,,,,15.6,2.26
25/09/2002,,,,,,,,,,,,,,,15.35,1.62
26/09/2002,,,,,,,,,,,,,,,16.9,1.67
27/09/2002,,,,,,,,,,,,,,,17.45,1.46
28/09/2002,,,,,,,,,,,,,,,14.8,1.4
29/09/2002,,,,,,,,,,,,,,,12.8,1.16
30/09/2002,,,,,,,,,,,,,,,15,1.2
01/10/2002,,,,,,,,,,,,,,,16,1.26
02/10/2002,,,,,,,,,,,,,,,16,1.24
03/10/2002,,,,,,,,,,,,,,,17.2,1.24
04/10/2002,,,,,,,,,,,,,,,15.75,1.29
05/10/2002,,,,,,,,,,,,,,,18.65,1.16
06/10/2002,,,,,,,,,,,,,,,15.95,1.1
07/10/2002,,,,,,,,,,,,,,,17.4,1.11
08/10/2002,,,,,,,,,,,,,,,14.45,1.21
09/10/2002,,,,,,,,,,,,,,,18.5,1.15
10/10/2002,,,,,,,,,,,,,,,17.45,1.31
11/10/2002,,,,,,,,,,,,,,,16.9,1.8
12/10/2002,,,,,,,,,,,,,,,12.7,1.87
13/10/2002,,,,,,,,,,,,,,,16.55,1.58
14/10/2002,,,,,,,,,,,,,,,15.35,1.53
15/10/2002,,,,,,,,,,,,,,,18.2,1.44
16/10/2002,,,,,,,,,,,,,,,19.65,1.44
17/10/2002,,,,,,,,,,,,,,,20,1.46
18/10/2002,,,,,,,,,,,,,,,18.1,1.89
19/10/2002,,,,,,,,,,,,,,,,1.58
20/10/2002,,,,,,,,,,,,,,,14.25,1.4
21/10/2002,,,,,,,,,,,,,,,14.9,1.53
22/10/2002,,,,,,,,,,,,,,,19.65,2.31
23/10/2002,,,,,,,,,,,,,,,19.85,2.68
24/10/2002,,,,,,,,,,,,,,,17.25,2.05
25/10/2002,,,,,,,,,,,,,,,17.35,1.72
26/10/2002,,,,,,,,,,,,,,,18.95,1.73
27/10/2002,,,,,,,,,,,,,,,18.3,1.53
28/10/2002,,,,,,,,,,,,,,,16.2,1.4
29/10/2002,,,,,,,,,,,,,,,14.9,1.3
30/10/2002,,,,,,,,,,,,,,,12.6,1.48
31/10/2002,,,,,,,,,,,,,,,17.8,1.47
01/11/2002,,,,,,,,,,,,,,,18.2,1.58
02/11/2002,,,,,,,,,,,,,,,16.95,1.75
03/11/2002,,,,,,,,,,,,,,,17,1.73
04/11/2002,,,,,,,,,,,,,,,14.3,1.72
05/11/2002,,,,,,,,,,,,,,,12.05,1.54
06/11/2002,,,,,,,,,,,,,,,8.5,1.51
07/11/2002,,,,,,,,,,,,,,,5.85,1.53
08/11/2002,,,,,,,,,,,,,,,8.7,1.46
09/11/2002,,,,,,,,,,,,,,,6.05,1.35
10/11/2002,,,,,,,,,,,,,,,13.15,1.2
11/11/2002,,,,,,,,,,,,,,,9.3,1.3
12/11/2002,,,,,,,,,,,,,,,15.05,1.35
13/11/2002,,,,,,,,,,,,,,,15.75,1.35
14/11/2002,,,,,,,,,,,,,,,17.5,1.35
15/11/2002,,,,,,,,,,,,,,,19.8,1.41
16/11/2002,,,,,,,,,,,,,,,18.3,1.33
17/11/2002,,,,,,,,,,,,,,,16.1,1.29
18/11/2002,,,,,,,,,,,,,,,14.4,2.15
19/11/2002,,,,,,,,,,,,,,,12.75,2.39
20/11/2002,,,,,,,,,,,,,,,14.1,2.34
21/11/2002,,,,,,,,,,,,,,,11.8,2.45
22/11/2002,,,,,,,,,,,,,,,13.6,2.53
23/11/2002,,,,,,,,,,,,,,,12.5,2.75
24/11/2002,,,,,,,,,,,,,,,,2.37
25/11/2002,,,,,,,,,,,,,,,17.75,1.99
26/11/2002,,,,,,,,,,,,,,,17.65,1.98
27/11/2002,,,,,,,,,,,,,,,18.15,1.83
28/11/2002,,,,,,,,,,,,,,,17.3,1.62
29/11/2002,,,,,,,,,,,,,,,14,2.09
30/11/2002,,,,,,,,,,,,,,,9.1,2.76
01/12/2002,,,,,,,,,,,,,,,9.45,2.57
02/12/2002,,,,,,,,,,,,,,,6.65,2.26
03/12/2002,,,,,,,,,,,,,,,8.75,2.2
04/12/2002,,,,,,,,,,,,,,,10.3,1.86
05/12/2002,,,,,,,,,,,,,,,11.8,1.91
06/12/2002,,,,,,,,,,,,,,,12.7,2.26
07/12/2002,,,,,,,,,,,,,,,11.8,2.32
08/12/2002,,,,,,,,,,,,,,,9.75,2.11
09/12/2002,,,,,,,,,,,,,,,6.5,1.96
10/12/2002,,,,,,,,,,,,,,,5.25,1.77
11/12/2002,,,,,,,,,,,,,,,6.5,1.74
12/12/2002,,,,,,,,,,,,,,,8.35,1.59
13/12/2002,,,,,,,,,,,,,,,9.55,2.34
14/12/2002,,,,,,,,,,,,,,,5.9,2.4
15/12/2002,,,,,,,,,,,,,,,8.2,2.23
16/12/2002,,,,,,,,,,,,,,,9.15,2.6
17/12/2002,,,,,,,,,,,,,,,,2.3
18/12/2002,,,,,,,,,,,,,,,9.65,2.9
19/12/2002,,,,,,,,,,,,,,,6.95,3.03
20/12/2002,,,,,,,,,,,,,,,5.75,2.48
21/12/2002,,,,,,,,,,,,,,,6.75,2.23
22/12/2002,,,,,,,,,,,,,,,9.55,2.05
23/12/2002,,,,,,,,,,,,,,,12,2.16
24/12/2002,,,,,,,,,,,,,,,13.35,2.15
25/12/2002,,,,,,,,,,,,,,,11.3,2.63
26/12/2002,,,,,,,,,,,,,,,11.8,2.67
27/12/2002,,,,,,,,,,,,,,,10.45,2.44
28/12/2002,,,,,,,,,,,,,,,11.85,2.57
29/12/2002,,,,,,,,,,,,,,,10.45,2.67
30/12/2002,,,,,,,,,,,,,,,11.65,2.31
31/12/2002,,,,,,,,,,,,,,,11.45,2.5
01/01/2003,,,,,,,,,,,,,,,11.65,2.77
02/01/2003,,,,,,,,,,,,,,,11.2,2.44
03/01/2003,,,,,,,,,,,,,,,14.75,2.41
04/01/2003,,,,,,,,,,,,,,,14.1,2.25
05/01/2003,,,,,,,,,,,,,,,8.9,2.04
06/01/2003,,,,,,,,,,,,,,,5.2,2
07/01/2003,,,,,,,,,,,,,,,4.75,2.67
08/01/2003,,,,,,,,,,,,,,,5.55,2.65
09/01/2003,,,,,,,,,,,,,,,3,2.79
10/01/2003,,,,,,,,,,,,,,,3.65,2.81
11/01/2003,,,,,,,,,,,,,,,4.25,2.44
12/01/2003,,,,,,,,,,,,,,,2.7,2.1
13/01/2003,,,,,,,,,,,,,,,3.6,1.96
14/01/2003,,,,,,,,,,,,,,,3.5,1.96
15/01/2003,,,,,,,,,,,,,,,7.15,1.86
16/01/2003,,,,,,,,,,,,,,,5.35,1.86
17/01/2003,,,,,,,,,,,,,,,8.25,1.88
18/01/2003,,,,,,,,,,,,,,,7.35,1.77
19/01/2003,,,,,,,,,,,,,,,6.8,1.56
20/01/2003,,,,,,,,,,,,,,,7.25,1.74
21/01/2003,,,,,,,,,,,,,,,9.8,1.83
22/01/2003,,,,,,,,,,,,,,,10.95,2.9
23/01/2003,,,,,,,,,,,,,,,8.85,3.05
24/01/2003,,,,,,,,,,,,,,,10.95,2.91
25/01/2003,,,,,,,,,,,,,,,8.9,2.49
26/01/2003,,,,,,,,,,,,,,,6.7,2.13
27/01/2003,,,,,,,,,,,,,,,8.55,2.03
28/01/2003,,,,,,,,,,,,,,,7.25,1.94
29/01/2003,,,,,,,,,,,,,,,6.25,1.93
30/01/2003,,,,,,,,,,,,,,,3.85,1.84
31/01/2003,,,,,,,,,,,,,,,5.8,1.84
01/02/2003,,,,,,,,,,,,,,,5.3,1.74
02/02/2003,,,,,,,,,,,,,,,3.65,1.5
03/02/2003,,,,,,,,,,,,,,,2.6,1.56
04/02/2003,,,,,,,,,,,,,,,8.25,3.48
05/02/2003,,,,,,,,,,,,,,,5.5,3.2
06/02/2003,,,,,,,,,,,,,,,4.7,2.51
07/02/2003,,,,,,,,,,,,,,,3.5,2.2
08/02/2003,,,,,,,,,,,,,,,4.6,1.91
09/02/2003,,,,,,,,,,,,,,,6.95,1.72
10/02/2003,,,,,,,,,,,,,,,3.55,1.9
11/02/2003,,,,,,,,,,,,,,,5.5,1.91
12/02/2003,,,,,,,,,,,,,,,3.9,1.82
13/02/2003,,,,,,,,,,,,,,,3.35,1.77
14/02/2003,,,,,,,,,,,,,,,4.2,1.75
15/02/2003,,,,,,,,,,,,,,,3.65,1.51
16/02/2003,,,,,,,,,,,,,,,4.8,1.42
17/02/2003,,,,,,,,,,,,,,,4.2,1.52
18/02/2003,,,,,,,,,,,,,,,4,1.63
19/02/2003,,,,,,,,,,,,,,,4.55,1.56
20/02/2003,,,,,,,,,,,,,,,6.1,1.53
21/02/2003,,,,,,,,,,,,,,,7,1.46
22/02/2003,,,,,,,,,,,,,,,7.95,1.37
23/02/2003,,,,,,,,,,,,,,,4.75,1.31
24/02/2003,,,,,,,,,,,,,,,6.3,1.37
25/02/2003,,,,,,,,,,,,,,,7.85,1.41
26/02/2003,,,,,,,,,,,,,,,7.15,1.39
27/02/2003,,,,,,,,,,,,,,,8.3,1.47
28/02/2003,,,,,,,,,,,,,,,10.65,1.66
01/03/2003,,,,,,,,,,,,,,,12.9,1.46
02/03/2003,,,,,,,,,,,,,,,10.7,1.36
03/03/2003,,,,,,,,,,,,,,,9.45,2.36
04/03/2003,,,,,,,,,,,,,,,11.65,2.23
05/03/2003,,,,,,,,,,,,,,,10.7,1.98
06/03/2003,,,,,,,,,,,,,,,10.55,1.87
07/03/2003,,,,,,,,,,,,,,,10.95,1.84
08/03/2003,,,,,,,,,,,,,,,10.95,1.66
09/03/2003,,,,,,,,,,,,,,,13.5,1.63
10/03/2003,,,,,,,,,,,,,,,12,1.63
11/03/2003,,,,,,,,,,,,,,,13.7,1.57
12/03/2003,,,,,,,,,,,,,,,13.15,1.61
13/03/2003,,,,,,,,,,,,,,,13.05,1.58
14/03/2003,,,,,,,,,,,,,,,9.25,1.56
15/03/2003,,,,,,,,,,,,,,,6.6,1.43
16/03/2003,,,,,,,,,,,,,,,8.8,1.32
17/03/2003,,,,,,,,,,,,,,,11.1,1.39
18/03/2003,,,,,,,,,,,,,,,10,1.51
19/03/2003,,,,,,,,,,,,,,,10.9,1.49
20/03/2003,,,,,,,,,,,,,,,10.95,1.41
21/03/2003,,,,,,,,,,,,,,,13.15,1.44
22/03/2003,,,,,,,,,,,,,,,12.4,1.41
23/03/2003,,,,,,,,,,,,,,,10.25,1.26
24/03/2003,,,,,,,,,,,,,,,13,1.28
25/03/2003,,,,,,,,,,,,,,,11.35,1.32
26/03/2003,,,,,,,,,,,,,,,12.35,1.35
27/03/2003,,,,,,,,,,,,,,,11.45,1.42
28/03/2003,,,,,,,,,,,,,,,13.1,1.49
29/03/2003,,,,,,,,,,,,,,,14.25,1.33
30/03/2003,,,,,,,,,,,,,,,14.85,1.23
31/03/2003,,,,,,,,,,,,,,,15.95,1.39
01/04/2003,,,,,,,,,,,,,,,16.15,1.43
02/04/2003,,,,,,,,,,,,,,,13.6,1.43
03/04/2003,,,,,,,,,,,,,,,8.45,1.59
04/04/2003,,,,,,,,,,,,,,,10.55,1.87
05/04/2003,,,,,,,,,,,,,,,13.55,1.76
06/04/2003,,,,,,,,,,,,,,,13.4,1.5
07/04/2003,,,,,,,,,,,,,,,5.45,1.44
08/04/2003,,,,,,,,,,,,,,,5.35,1.49
09/04/2003,,,,,,,,,,,,,,,7.3,1.49
10/04/2003,,,,,,,,,,,,,,,8.95,1.58
11/04/2003,,,,,,,,,,,,,,,11.45,1.81
12/04/2003,,,,,,,,,,,,,,,12.2,2.15
13/04/2003,,,,,,,,,,,,,,,12.4,2.16
14/04/2003,,,,,,,,,,,,,,,14.35,2.07
15/04/2003,,,,,,,,,,,,,,,16.05,1.94
16/04/2003,,,,,,,,,,,,,,,17.3,1.82
17/04/2003,,,,,,,,,,,,,,,17.8,1.69
18/04/2003,,,,,,,,,,,,,,,17.2,1.57
19/04/2003,,,,,,,,,,,,,,,14.65,1.41
20/04/2003,,,,,,,,,,,,,,,15.6,1.36
21/04/2003,,,,,,,,,,,,,,,13.8,1.56
22/04/2003,,,,,,,,,,,,,,,15.1,1.94
23/04/2003,,,,,,,,,,,,,,,15.95,1.8
24/04/2003,,,,,,,,,,,,,,,16.15,1.77
25/04/2003,,,,,,,,,,,,,,,18.65,1.6
26/04/2003,,,,,,,,,,,,,,,17.85,1.37
27/04/2003,,,,,,,,,,,,,,,17.2,1.39
28/04/2003,,,,,,,,,,,,,,,18.3,1.53
29/04/2003,,,,,,,,,,,,,,,19.5,1.57
30/04/2003,,,,,,,,,,,,,,,20.7,1.53
01/05/2003,,,,,,,,,,,,,,,21.8,1.38
02/05/2003,,,,,,,,,,,,,,,21.8,1.42
03/05/2003,,,,,,,,,,,,,,,20.65,1.4
04/05/2003,,,,,,,,,,,,,,,22.3,1.27
05/05/2003,,,,,,,,,,,,,,,24.35,1.28
06/05/2003,,,,,,,,,,,,,,,25.2,1.38
07/05/2003,,,,,,,,,,,,,,,25.05,1.39
08/05/2003,,,,,,,,,,,,,,,25.05,1.44
09/05/2003,,,,,,,,,,,,,,,22.4,1.39
10/05/2003,,,,,,,,,,,,,,,19.05,1.32
11/05/2003,,,,,,,,,,,,,,,23.1,1.23
12/05/2003,,,,,,,,,,,,,,,21.5,1.31
13/05/2003,,,,,,,,,,,,,,,20.55,1.27
14/05/2003,,,,,,,,,,,,,,,18.85,1.25
15/05/2003,,,,,,,,,,,,,,,18.75,1.25
16/05/2003,,,,,,,,,,,,,,,18.2,1.24
17/05/2003,,,,,,,,,,,,,,,19,1.18
18/05/2003,,,,,,,,,,,,,,,21.25,1.16
19/05/2003,,,,,,,,,,,,,,,19.15,1.14
20/05/2003,,,,,,,,,,,,,,,19.65,1.16
21/05/2003,,,,,,,,,,,,,,,18,1.16
22/05/2003,,,,,,,,,,,,,,,17.85,1.14
23/05/2003,,,,,,,,,,,,,,,,1.14
24/05/2003,,,,,,,,,,,,,,,22,1.13
25/05/2003,,,,,,,,,,,,,,,22.4,1.13
26/05/2003,,,,,,,,,,,,,,,21.3,1.13
27/05/2003,,,,,,,,,,,,,,,23.4,1.15
28/05/2003,,,,,,,,,,,,,,,23.6,1.13
29/05/2003,,,,,,,,,,,,,,,24.6,1.12
30/05/2003,,,,,,,,,,,,,,,24.3,1.12
31/05/2003,,,,,,,,,,,,,,,24.15,1.18
01/06/2003,,,,,,,,,,,,,,,23.95,1.13
02/06/2003,,,,,,,,,,,,,,,23.55,1.25
03/06/2003,,,,,,,,,,,,,,,24.75,1.26
04/06/2003,,,,,,,,,,,,,,,25.75,1.15
05/06/2003,,,,,,,,,,,,,,,26.5,1.23
06/06/2003,,,,,,,,,,,,,,,25.55,1.28
07/06/2003,,,,,,,,,,,,,,,26.55,1.18
08/06/2003,,,,,,,,,,,,,,,26.65,1.1
09/06/2003,,,,,,,,,,,,,,,27.05,1.15
10/06/2003,,,,,,,,,,,,,,,27.35,1.17
11/06/2003,,,,,,,,,,,,,,,27.5,1.14
12/06/2003,,,,,,,,,,,,,,,29.45,1.13
13/06/2003,,,,,,,,,,,,,,,29.4,1.07
14/06/2003,,,,,,,,,,,,,,,29.75,1.07
15/06/2003,,,,,,,,,,,,,,,29.45,1.08
16/06/2003,,,,,,,,,,,,,,,28.65,1.08
17/06/2003,,,,,,,,,,,,,,,26.7,1.22
18/06/2003,,,,,,,,,,,,,,,24.85,1.28
19/06/2003,,,,,,,,,,,,,,,25.95,1.44
20/06/2003,,,,,,,,,,,,,,,26.35,1.35
21/06/2003,,,,,,,,,,,,,,,27,1.26
22/06/2003,,,,,,,,,,,,,,,27.7,1.1
23/06/2003,,,,,,,,,,,,,,,27.85,1.09
24/06/2003,,,,,,,,,,,,,,,28.85,1.07
25/06/2003,,,,,,,,,,,,,,,28.55,1.06
26/06/2003,,,,,,,,,,,,,,,27.55,1.06
27/06/2003,,,,,,,,,,,,,,,29.45,1.07
28/06/2003,,,,,,,,,,,,,,,28.2,1.08
29/06/2003,,,,,,,,,,,,,,,28.05,1.1
30/06/2003,,,,,,,,,,,,,,,27.55,1.07
01/07/2003,,,,,,,,,,,,,,,29.4,1.06
02/07/2003,,,,,,,,,,,,,,,25.25,1.03
03/07/2003,,,,,,,,,,,,,,,25.1,1.03
04/07/2003,,,,,,,,,,,,,,,23.85,1.03
05/07/2003,,,,,,,,,,,,,,,23.65,1.09
06/07/2003,,,,,,,,,,,,,,,24.75,1.11
07/07/2003,,,,,,,,,,,,,,,25.45,1.11
08/07/2003,,,,,,,,,,,,,,,25.9,1.11
09/07/2003,,,,,,,,,,,,,,,25.8,1.12
10/07/2003,,,,,,,,,,,,,,,27.5,1.12
11/07/2003,,,,,,,,,,,,,,,27.55,1.11
12/07/2003,,,,,,,,,,,,,,,27.55,1.12
13/07/2003,,,,,,,,,,,,,,,27.5,1.14
14/07/2003,,,,,,,,,,,,,,,28.35,1.14
15/07/2003,,,,,,,,,,,,,,,29,1.14
16/07/2003,,,,,,,,,,,,,,,29.65,1.15
17/07/2003,,,,,,,,,,,,,,,28.8,1.13
18/07/2003,,,,,,,,,,,,,,,26.8,1.13
19/07/2003,,,,,,,,,,,,,,,29.05,1.12
20/07/2003,,,,,,,,,,,,,,,29.65,1.1
21/07/2003,,,,,,,,,,,,,,,29.55,1.1
22/07/2003,,,,,,,,,,,,,,,30.75,1.12
