Date,Rainfall_Terni,Flow_Rate_Lupa
29/07/2011,2.334,-82.93
30/07/2011,2.334,-82.94
31/07/2011,2.334,-82.95
01/08/2011,0.368,-82.96
02/08/2011,0.368,-82.97
03/08/2011,0.368,-82.98
04/08/2011,0.368,-82.99
05/08/2011,0.368,-83
06/08/2011,0.368,-83.01
07/08/2011,0.368,-83.02
08/08/2011,0.368,-83.05
09/08/2011,0.368,-83.06
10/08/2011,0.368,-83.07
11/08/2011,0.368,-83.08
12/08/2011,0.368,-83.09
13/08/2011,0.368,-83.1
14/08/2011,0.368,-83.11
15/08/2011,0.368,-83.12
16/08/2011,0.368,-83.13
17/08/2011,0.368,-83.14
18/08/2011,0.368,-83.15
19/08/2011,0.368,-83.16
20/08/2011,0.368,-83.17
21/08/2011,0.368,-83.18
22/08/2011,0.368,-83.19
23/08/2011,0.368,-83.2
24/08/2011,0.368,-83.21
25/08/2011,0.368,-83.22
26/08/2011,0.368,-83.23
27/08/2011,0.368,-83.24
28/08/2011,0.368,-83.25
29/08/2011,0.368,-83.26
30/08/2011,0.368,-83.27
31/08/2011,0.368,-83.28
01/09/2011,1.617,
02/09/2011,1.617,
03/09/2011,1.617,-83.29
04/09/2011,1.617,-83.3
05/09/2011,1.617,-83.31
06/09/2011,1.617,-83.32
07/09/2011,1.617,-83.33
08/09/2011,1.617,-83.34
09/09/2011,1.617,-83.35
10/09/2011,1.617,-83.36
11/09/2011,1.617,-83.37
12/09/2011,1.617,-83.38
13/09/2011,1.617,-83.39
14/09/2011,1.617,-83.4
15/09/2011,1.617,-83.41
16/09/2011,1.617,-83.42
17/09/2011,1.617,-83.43
18/09/2011,1.617,-83.44
19/09/2011,1.617,-83.45
20/09/2011,1.617,-83.46
21/09/2011,1.617,-83.47
22/09/2011,1.617,-83.48
23/09/2011,1.617,-83.49
24/09/2011,1.617,-83.5
25/09/2011,1.617,-83.51
26/09/2011,1.617,-83.52
27/09/2011,1.617,-83.55
28/09/2011,1.617,-83.56
29/09/2011,1.617,-83.57
30/09/2011,1.617,-83.58
01/10/2011,2.275,-83.59
02/10/2011,2.275,-83.6
03/10/2011,2.275,-83.61
04/10/2011,2.275,-83.62
05/10/2011,2.275,-83.63
06/10/2011,2.275,-83.64
07/10/2011,2.275,-83.65
08/10/2011,2.275,-83.66
09/10/2011,2.275,-83.67
10/10/2011,2.275,-83.68
11/10/2011,2.275,-83.69
12/10/2011,2.275,-83.7
13/10/2011,2.275,-83.71
14/10/2011,2.275,-83.72
15/10/2011,2.275,-83.73
16/10/2011,2.275,-83.74
17/10/2011,2.275,-83.75
18/10/2011,2.275,-83.76
19/10/2011,2.275,-83.77
20/10/2011,2.275,-83.78
21/10/2011,2.275,-83.79
22/10/2011,2.275,-83.8
23/10/2011,2.275,
24/10/2011,2.275,
25/10/2011,2.275,-83.81
26/10/2011,2.275,-83.82
27/10/2011,2.275,-83.83
28/10/2011,2.275,-83.84
29/10/2011,2.275,-83.85
30/10/2011,2.275,-83.86
31/10/2011,2.275,-83.87
01/11/2011,1.451,-83.88
02/11/2011,1.451,-83.89
03/11/2011,1.451,-83.9
04/11/2011,1.451,-83.91
05/11/2011,1.451,-83.92
06/11/2011,1.451,-83.93
07/11/2011,1.451,-83.94
08/11/2011,1.451,-83.95
09/11/2011,1.451,-83.96
10/11/2011,1.451,-83.97
11/11/2011,1.451,-83.98
12/11/2011,1.451,-83.99
13/11/2011,1.451,-84
14/11/2011,1.451,-84.01
15/11/2011,1.451,-84.02
16/11/2011,1.451,-84.05
17/11/2011,1.451,-84.06
18/11/2011,1.451,-84.07
19/11/2011,1.451,-84.08
20/11/2011,1.451,-84.09
21/11/2011,1.451,-84.1
22/11/2011,1.451,-84.11
23/11/2011,1.451,-84.12
24/11/2011,1.451,-84.13
25/11/2011,1.451,-84.14
26/11/2011,1.451,-84.15
27/11/2011,1.451,-84.16
28/11/2011,1.451,-84.17
29/11/2011,1.451,-84.18
30/11/2011,1.451,-84.19
01/12/2011,1.981,-84.2
02/12/2011,1.981,-84.21
03/12/2011,1.981,-84.22
04/12/2011,1.981,-84.23
05/12/2011,1.981,-84.24
06/12/2011,1.981,-84.25
07/12/2011,1.981,-84.26
08/12/2011,1.981,-84.27
09/12/2011,1.981,-84.28
10/12/2011,1.981,-84.29
11/12/2011,1.981,-84.3
12/12/2011,1.981,-84.31
13/12/2011,1.981,-84.32
14/12/2011,1.981,
15/12/2011,1.981,
16/12/2011,1.981,-84.33
17/12/2011,1.981,-84.34
18/12/2011,1.981,-84.35
19/12/2011,1.981,-84.36
20/12/2011,1.981,-84.37
21/12/2011,1.981,-84.38
22/12/2011,1.981,-84.39
23/12/2011,1.981,-84.4
24/12/2011,1.981,-84.41
25/12/2011,1.981,-84.42
26/12/2011,1.981,-84.43
27/12/2011,1.981,-84.44
28/12/2011,1.981,-84.45
29/12/2011,1.981,-84.46
30/12/2011,1.981,-84.47
31/12/2011,1.981,-84.48
01/01/2012,0.767,-84.49
02/01/2012,0.767,-84.5
03/01/2012,0.767,-84.51
04/01/2012,0.767,-84.52
05/01/2012,0.767,-84.55
06/01/2012,0.767,-84.56
07/01/2012,0.767,-84.57
08/01/2012,0.767,-84.58
09/01/2012,0.767,-84.59
10/01/2012,0.767,-84.6
11/01/2012,0.767,-84.61
12/01/2012,0.767,-84.62
13/01/2012,0.767,-84.63
14/01/2012,0.767,-84.64
15/01/2012,0.767,-84.65
16/01/2012,0.767,-84.66
17/01/2012,0.767,-84.67
18/01/2012,0.767,-84.68
19/01/2012,0.767,-84.69
20/01/2012,0.767,-84.7
21/01/2012,0.767,-84.71
22/01/2012,0.767,-84.72
23/01/2012,0.767,-84.73
24/01/2012,0.767,-84.74
25/01/2012,0.767,-84.75
26/01/2012,0.767,-84.76
27/01/2012,0.767,-84.77
28/01/2012,0.767,-84.78
29/01/2012,0.767,-84.79
30/01/2012,0.767,-84.8
31/01/2012,0.767,-84.81
01/02/2012,2.382,-84.82
02/02/2012,2.382,-84.83
03/02/2012,2.382,-84.84
04/02/2012,2.382,
05/02/2012,2.382,
06/02/2012,2.382,-84.85
07/02/2012,2.382,-84.86
08/02/2012,2.382,-84.87
09/02/2012,2.382,-84.88
10/02/2012,2.382,-84.89
11/02/2012,2.382,-84.9
12/02/2012,2.382,-84.91
13/02/2012,2.382,-84.92
14/02/2012,2.382,-84.93
15/02/2012,2.382,-84.94
16/02/2012,2.382,-84.95
17/02/2012,2.382,-84.96
18/02/2012,2.382,-84.97
19/02/2012,2.382,-84.98
20/02/2012,2.382,-84.99
21/02/2012,2.382,-85
22/02/2012,2.382,-85.01
23/02/2012,2.382,-85.02
24/02/2012,2.382,-85.05
25/02/2012,2.382,-85.06
26/02/2012,2.382,-85.07
27/02/2012,2.382,-85.08
28/02/2012,2.382,-85.09
29/02/2012,2.382,-85.1
01/03/2012,0.537,-85.11
02/03/2012,0.537,-85.12
03/03/2012,0.537,-85.13
04/03/2012,0.537,-85.14
05/03/2012,0.537,-85.15
06/03/2012,0.537,-85.16
07/03/2012,0.537,-85.17
08/03/2012,0.537,-85.18
09/03/2012,0.537,-85.19
10/03/2012,0.537,-85.2
11/03/2012,0.537,-85.21
12/03/2012,0.537,-85.22
13/03/2012,0.537,-85.23
14/03/2012,0.537,-85.24
15/03/2012,0.537,-85.25
16/03/2012,0.537,-85.26
17/03/2012,0.537,-85.27
18/03/2012,0.537,-85.28
19/03/2012,0.537,-85.29
20/03/2012,0.537,-85.3
21/03/2012,0.537,-85.31
22/03/2012,0.537,-85.32
23/03/2012,0.537,-85.33
24/03/2012,0.537,-85.34
25/03/2012,0.537,-85.35
26/03/2012,0.537,-85.36
27/03/2012,0.537,
28/03/2012,0.537,
29/03/2012,0.537,-85.37
30/03/2012,0.537,-85.38
31/03/2012,0.537,-85.39
01/04/2012,3.068,-85.4
02/04/2012,3.068,-85.41
03/04/2012,3.068,-85.42
04/04/2012,3.068,-85.43
05/04/2012,3.068,-85.44
06/04/2012,3.068,-85.45
07/04/2012,3.068,-85.46
08/04/2012,3.068,-85.47
09/04/2012,3.068,-85.48
10/04/2012,3.068,-85.49
11/04/2012,3.068,-85.5
12/04/2012,3.068,-85.51
13/04/2012,3.068,-85.52
14/04/2012,3.068,-85.55
15/04/2012,3.068,-85.56
16/04/2012,3.068,-85.57
17/04/2012,3.068,-85.58
18/04/2012,3.068,-85.59
19/04/2012,3.068,-85.6
20/04/2012,3.068,-85.61
21/04/2012,3.068,-85.62
22/04/2012,3.068,-85.63
23/04/2012,3.068,-85.64
24/04/2012,3.068,-85.65
25/04/2012,3.068,-85.66
26/04/2012,3.068,-85.67
27/04/2012,3.068,-85.68
28/04/2012,3.068,-85.69
29/04/2012,3.068,-85.7
30/04/2012,3.068,-85.71
01/05/2012,2.904,-85.72
02/05/2012,2.904,-85.73
03/05/2012,2.904,-85.74
04/05/2012,2.904,-85.75
05/05/2012,2.904,-85.76
06/05/2012,2.904,-85.77
07/05/2012,2.904,-85.78
08/05/2012,2.904,-85.79
09/05/2012,2.904,-85.8
10/05/2012,2.904,-85.81
11/05/2012,2.904,-85.82
12/05/2012,2.904,-85.83
13/05/2012,2.904,-85.84
14/05/2012,2.904,-85.85
15/05/2012,2.904,-85.86
16/05/2012,2.904,-85.87
17/05/2012,2.904,-85.88
18/05/2012,2.904,
19/05/2012,2.904,
20/05/2012,2.904,-85.89
21/05/2012,2.904,-85.9
22/05/2012,2.904,-85.91
23/05/2012,2.904,-85.92
24/05/2012,2.904,-85.93
25/05/2012,2.904,-85.94
26/05/2012,2.904,-85.95
27/05/2012,2.904,-85.96
28/05/2012,2.904,-85.97
29/05/2012,2.904,-85.98
30/05/2012,2.904,-85.99
31/05/2012,2.904,-86
01/06/2012,0.707,-86.01
02/06/2012,0.707,-86.02
03/06/2012,0.707,-86.05
04/06/2012,0.707,-86.06
05/06/2012,0.707,-86.07
06/06/2012,0.707,-86.08
07/06/2012,0.707,-86.09
08/06/2012,0.707,-86.1
09/06/2012,0.707,-86.11
10/06/2012,0.707,-86.12
11/06/2012,0.707,-86.13
12/06/2012,0.707,-86.14
13/06/2012,0.707,-86.15
14/06/2012,0.707,-86.16
15/06/2012,0.707,-86.17
16/06/2012,0.707,-86.18
17/06/2012,0.707,-86.19
18/06/2012,0.707,-86.2
19/06/2012,0.707,-86.21
20/06/2012,0.707,-86.22
21/06/2012,0.707,-86.23
22/06/2012,0.707,-86.24
23/06/2012,0.707,-86.25
24/06/2012,0.707,-86.26
25/06/2012,0.707,-86.27
26/06/2012,0.707,-86.28
27/06/2012,0.707,-86.29
28/06/2012,0.707,-86.3
29/06/2012,0.707,-86.31
30/06/2012,0.707,-86.32
01/07/2012,0.631,-86.33
02/07/2012,0.631,-86.34
03/07/2012,0.631,-86.35
04/07/2012,0.631,-86.36
05/07/2012,0.631,-86.37
06/07/2012,0.631,-86.38
07/07/2012,0.631,-86.39
08/07/2012,0.631,-86.4
09/07/2012,0.631,
10/07/2012,0.631,
11/07/2012,0.631,-86.41
12/07/2012,0.631,-86.42
13/07/2012,0.631,-86.43
14/07/2012,0.631,-86.44
15/07/2012,0.631,-86.45
16/07/2012,0.631,-86.46
17/07/2012,0.631,-86.47
18/07/2012,0.631,-86.48
19/07/2012,0.631,-86.49
20/07/2012,0.631,-86.5
21/07/2012,0.631,-86.51
22/07/2012,0.631,-86.52
23/07/2012,0.631,-86.55
24/07/2012,0.631,-86.56
25/07/2012,0.631,-86.57
26/07/2012,0.631,-86.58
27/07/2012,0.631,-86.59
28/07/2012,0.631,-86.6
29/07/2012,0.631,-86.61
30/07/2012,0.631,-86.62
31/07/2012,0.631,-86.63
01/08/2012,1.055,-86.64
02/08/2012,1.055,-86.65
03/08/2012,1.055,-86.66
04/08/2012,1.055,-86.67
05/08/2012,1.055,-86.68
06/08/2012,1.055,-86.69
07/08/2012,1.055,-86.7
08/08/2012,1.055,-86.71
09/08/2012,1.055,-86.72
10/08/2012,1.055,-86.73
11/08/2012,1.055,-86.74
12/08/2012,1.055,-86.75
13/08/2012,1.055,-86.76
14/08/2012,1.055,-86.77
15/08/2012,1.055,-86.78
16/08/2012,1.055,-86.79
17/08/2012,1.055,-86.8
18/08/2012,1.055,-86.81
19/08/2012,1.055,-86.82
20/08/2012,1.055,-86.83
21/08/2012,1.055,-86.84
22/08/2012,1.055,-86.85
23/08/2012,1.055,-86.86
24/08/2012,1.055,-86.87
25/08/2012,1.055,-86.88
26/08/2012,1.055,-86.89
27/08/2012,1.055,-86.9
28/08/2012,1.055,-86.91
29/08/2012,1.055,-86.92
30/08/2012,1.055,
31/08/2012,1.055,
01/09/2012,3.819,-86.93
02/09/2012,3.819,-86.94
03/09/2012,3.819,-86.95
04/09/2012,3.819,-86.96
05/09/2012,3.819,-86.97
06/09/2012,3.819,-86.98
07/09/2012,3.819,-86.99
08/09/2012,3.819,-87
09/09/2012,3.819,-87.01
10/09/2012,3.819,-87.02
11/09/2012,3.819,-87.05
12/09/2012,3.819,-87.06
13/09/2012,3.819,-87.07
14/09/2012,3.819,-87.08
15/09/2012,3.819,-87.09
16/09/2012,3.819,-87.1
17/09/2012,3.819,-87.11
18/09/2012,3.819,-87.12
19/09/2012,3.819,-87.13
20/09/2012,3.819,-87.14
21/09/2012,3.819,-87.15
22/09/2012,3.819,-87.16
23/09/2012,3.819,-87.17
24/09/2012,3.819,-87.18
25/09/2012,3.819,-87.19
26/09/2012,3.819,-87.2
27/09/2012,3.819,-87.21
28/09/2012,3.819,-87.22
29/09/2012,3.819,-87.23
30/09/2012,3.819,-87.24
01/10/2012,4.386,-87.25
02/10/2012,4.386,-87.26
03/10/2012,4.386,-87.27
04/10/2012,4.386,-87.28
05/10/2012,4.386,-87.29
06/10/2012,4.386,-87.3
07/10/2012,4.386,-87.31
08/10/2012,4.386,-87.32
09/10/2012,4.386,-87.33
10/10/2012,4.386,-87.34
11/10/2012,4.386,-87.35
12/10/2012,4.386,-87.36
13/10/2012,4.386,-87.37
14/10/2012,4.386,-87.38
15/10/2012,4.386,-87.39
16/10/2012,4.386,-87.4
17/10/2012,4.386,-87.41
18/10/2012,4.386,-87.42
19/10/2012,4.386,-87.43
20/10/2012,4.386,-87.44
21/10/2012,4.386,
22/10/2012,4.386,
23/10/2012,4.386,-87.45
24/10/2012,4.386,-87.46
25/10/2012,4.386,-87.47
26/10/2012,4.386,-87.48
27/10/2012,4.386,-87.49
28/10/2012,4.386,-87.5
29/10/2012,4.386,-87.51
30/10/2012,4.386,-87.52
31/10/2012,4.386,-87.55
01/11/2012,6.803,-87.56
02/11/2012,6.803,-87.57
03/11/2012,6.803,-87.58
04/11/2012,6.803,-87.59
05/11/2012,6.803,-87.6
06/11/2012,6.803,-87.61
07/11/2012,6.803,-87.62
08/11/2012,6.803,-87.63
09/11/2012,6.803,-87.64
10/11/2012,6.803,-87.65
11/11/2012,6.803,-87.66
12/11/2012,6.803,-87.67
13/11/2012,6.803,-87.68
14/11/2012,6.803,-87.69
15/11/2012,6.803,-87.7
16/11/2012,6.803,-87.71
17/11/2012,6.803,-87.72
18/11/2012,6.803,-87.73
19/11/2012,6.803,-87.74
20/11/2012,6.803,-87.75
21/11/2012,6.803,-87.76
22/11/2012,6.803,-87.77
23/11/2012,6.803,-87.78
24/11/2012,6.803,-87.79
25/11/2012,6.803,-87.8
26/11/2012,6.803,-87.81
27/11/2012,6.803,-87.82
28/11/2012,6.803,-87.83
29/11/2012,6.803,-87.84
30/11/2012,6.803,-87.85
01/12/2012,2.874,-87.86
02/12/2012,2.874,-87.87
03/12/2012,2.874,-87.88
04/12/2012,2.874,-87.89
05/12/2012,2.874,-87.9
06/12/2012,2.874,-87.91
07/12/2012,2.874,-87.92
08/12/2012,2.874,-87.93
09/12/2012,2.874,-87.94
10/12/2012,2.874,-87.95
11/12/2012,2.874,-87.96
12/12/2012,2.874,
13/12/2012,2.874,
14/12/2012,2.874,-87.97
15/12/2012,2.874,-87.98
16/12/2012,2.874,-87.99
17/12/2012,2.874,-88
18/12/2012,2.874,-88.01
19/12/2012,2.874,-88.02
20/12/2012,2.874,-88.05
21/12/2012,2.874,-88.06
22/12/2012,2.874,-88.07
23/12/2012,2.874,-88.08
24/12/2012,2.874,-88.09
25/12/2012,2.874,-88.1
26/12/2012,2.874,-88.11
27/12/2012,2.874,-88.12
28/12/2012,2.874,-88.13
29/12/2012,2.874,-88.14
30/12/2012,2.874,-88.15
31/12/2012,2.874,-88.16
01/01/2013,2.937,-88.17
02/01/2013,2.937,-88.18
03/01/2013,2.937,-88.19
04/01/2013,2.937,-88.2
05/01/2013,2.937,-88.21
06/01/2013,2.937,-88.22
07/01/2013,2.937,-88.23
08/01/2013,2.937,-88.24
09/01/2013,2.937,-88.25
10/01/2013,2.937,-88.26
11/01/2013,2.937,-88.27
12/01/2013,2.937,-88.28
13/01/2013,2.937,-88.29
14/01/2013,2.937,-88.3
15/01/2013,2.937,-88.31
16/01/2013,2.937,-88.32
17/01/2013,2.937,-88.33
18/01/2013,2.937,-88.34
19/01/2013,2.937,-88.35
20/01/2013,2.937,-88.36
21/01/2013,2.937,-88.37
22/01/2013,2.937,-88.38
23/01/2013,2.937,-88.39
24/01/2013,2.937,-88.4
25/01/2013,2.937,-88.41
26/01/2013,2.937,-88.42
27/01/2013,2.937,-88.43
28/01/2013,2.937,-88.44
29/01/2013,2.937,-88.45
30/01/2013,2.937,-88.46
31/01/2013,2.937,-88.47
01/02/2013,3.788,-88.48
02/02/2013,3.788,
03/02/2013,3.788,
04/02/2013,3.788,-88.49
05/02/2013,3.788,-88.5
06/02/2013,3.788,-88.51
07/02/2013,3.788,-88.52
08/02/2013,3.788,-88.55
09/02/2013,3.788,-88.56
10/02/2013,3.788,-88.57
11/02/2013,3.788,-88.58
12/02/2013,3.788,-88.59
13/02/2013,3.788,-88.6
14/02/2013,3.788,-88.61
15/02/2013,3.788,-88.62
16/02/2013,3.788,-88.63
17/02/2013,3.788,-88.64
18/02/2013,3.788,-88.65
19/02/2013,3.788,-88.66
20/02/2013,3.788,-88.67
21/02/2013,3.788,-88.68
22/02/2013,3.788,-88.69
23/02/2013,3.788,-88.7
24/02/2013,3.788,-88.71
25/02/2013,3.788,-88.72
26/02/2013,3.788,-88.73
27/02/2013,3.788,-88.74
28/02/2013,3.788,-88.75
01/03/2013,4.176,-88.76
02/03/2013,4.176,-88.77
03/03/2013,4.176,-88.78
04/03/2013,4.176,-88.79
05/03/2013,4.176,-88.8
06/03/2013,4.176,-88.81
07/03/2013,4.176,-88.82
08/03/2013,4.176,-88.83
09/03/2013,4.176,-88.84
10/03/2013,4.176,-88.85
11/03/2013,4.176,-88.86
12/03/2013,4.176,-88.87
13/03/2013,4.176,-88.88
14/03/2013,4.176,-88.89
15/03/2013,4.176,-88.9
16/03/2013,4.176,-88.91
17/03/2013,4.176,-88.92
18/03/2013,4.176,-88.93
19/03/2013,4.176,-88.94
20/03/2013,4.176,-88.95
21/03/2013,4.176,-88.96
22/03/2013,4.176,-88.97
23/03/2013,4.176,-88.98
24/03/2013,4.176,-88.99
25/03/2013,4.176,-89
26/03/2013,4.176,
27/03/2013,4.176,
28/03/2013,4.176,-89.01
29/03/2013,4.176,-89.02
30/03/2013,4.176,-89.05
31/03/2013,4.176,-89.06
01/04/2013,2.028,-89.07
02/04/2013,2.028,-89.08
03/04/2013,2.028,-89.09
04/04/2013,2.028,-89.1
05/04/2013,2.028,-89.11
06/04/2013,2.028,-89.12
07/04/2013,2.028,-89.13
08/04/2013,2.028,-89.14
09/04/2013,2.028,-89.15
10/04/2013,2.028,-89.16
11/04/2013,2.028,-89.17
12/04/2013,2.028,-89.18
13/04/2013,2.028,-89.19
14/04/2013,2.028,-89.2
15/04/2013,2.028,-89.21
16/04/2013,2.028,-89.22
17/04/2013,2.028,-89.23
18/04/2013,2.028,-89.24
19/04/2013,2.028,-89.25
20/04/2013,2.028,-89.26
21/04/2013,2.028,-89.27
22/04/2013,2.028,-89.28
23/04/2013,2.028,-89.29
24/04/2013,2.028,-89.3
25/04/2013,2.028,-89.31
26/04/2013,2.028,-89.32
27/04/2013,2.028,-89.33
28/04/2013,2.028,-89.34
29/04/2013,2.028,-89.35
30/04/2013,2.028,-89.36
01/05/2013,2.996,-89.37
02/05/2013,2.996,-89.38
03/05/2013,2.996,-89.39
04/05/2013,2.996,-89.4
05/05/2013,2.996,-89.41
06/05/2013,2.996,-89.42
07/05/2013,2.996,-89.43
08/05/2013,2.996,-89.44
09/05/2013,2.996,-89.45
10/05/2013,2.996,-89.46
11/05/2013,2.996,-89.47
12/05/2013,2.996,-89.48
13/05/2013,2.996,-89.49
14/05/2013,2.996,-89.5
15/05/2013,2.996,-89.51
16/05/2013,2.996,-89.52
17/05/2013,2.996,
18/05/2013,2.996,
19/05/2013,2.996,-89.55
20/05/2013,2.996,-89.56
21/05/2013,2.996,-89.57
22/05/2013,2.996,-89.58
23/05/2013,2.996,-89.59
24/05/2013,2.996,-89.6
25/05/2013,2.996,-89.61
26/05/2013,2.996,-89.62
27/05/2013,2.996,-89.63
28/05/2013,2.996,-89.64
29/05/2013,2.996,-89.65
30/05/2013,2.996,-89.66
31/05/2013,2.996,-89.67
01/06/2013,1.208,-89.68
02/06/2013,1.208,-89.69
03/06/2013,1.208,-89.7
04/06/2013,1.208,-89.71
05/06/2013,1.208,-89.72
06/06/2013,1.208,-89.73
07/06/2013,1.208,-89.74
08/06/2013,1.208,-89.75
09/06/2013,1.208,-89.76
10/06/2013,1.208,-89.77
11/06/2013,1.208,-89.78
12/06/2013,1.208,-89.79
13/06/2013,1.208,-89.8
14/06/2013,1.208,-89.81
15/06/2013,1.208,-89.82
16/06/2013,1.208,-89.83
17/06/2013,1.208,-89.84
18/06/2013,1.208,-89.85
19/06/2013,1.208,-89.86
20/06/2013,1.208,-89.87
21/06/2013,1.208,-89.88
22/06/2013,1.208,-89.89
23/06/2013,1.208,-89.9
24/06/2013,1.208,-89.91
25/06/2013,1.208,-89.92
26/06/2013,1.208,-89.93
27/06/2013,1.208,-89.94
28/06/2013,1.208,-89.95
29/06/2013,1.208,-89.96
30/06/2013,1.208,-89.97
01/07/2013,2.043,-89.98
02/07/2013,2.043,-89.99
03/07/2013,2.043,-90
04/07/2013,2.043,-90.01
05/07/2013,2.043,-90.02
06/07/2013,2.043,-90.03
07/07/2013,2.043,-90.04
08/07/2013,2.043,-90.05
09/07/2013,2.043,-90.06
10/07/2013,2.043,-90.07
11/07/2013,2.043,-90.08
12/07/2013,2.043,-90.09
13/07/2013,2.043,-90.1
14/07/2013,2.043,-90.11
15/07/2013,2.043,-90.12
16/07/2013,2.043,-90.13
17/07/2013,2.043,-90.14
18/07/2013,2.043,-90.15
19/07/2013,2.043,-90.16
20/07/2013,2.043,-90.17
21/07/2013,2.043,-90.18
22/07/2013,2.043,-90.19
23/07/2013,2.043,-90.2
24/07/2013,2.043,-90.21
25/07/2013,2.043,-90.22
26/07/2013,2.043,-90.23
27/07/2013,2.043,-90.24
28/07/2013,2.043,-90.25
29/07/2013,2.043,-90.26
30/07/2013,2.043,-90.27
31/07/2013,2.043,-90.28
01/08/2013,1.489,-90.29
02/08/2013,1.489,-90.3
03/08/2013,1.489,-90.31
04/08/2013,1.489,-90.32
05/08/2013,1.489,-90.33
06/08/2013,1.489,-90.34
07/08/2013,1.489,-90.35
08/08/2013,1.489,-90.36
09/08/2013,1.489,-90.37
10/08/2013,1.489,-90.38
11/08/2013,1.489,-90.39
12/08/2013,1.489,-90.4
13/08/2013,1.489,-90.41
14/08/2013,1.489,-90.42
15/08/2013,1.489,-90.43
16/08/2013,1.489,-90.44
17/08/2013,1.489,-90.45
18/08/2013,1.489,-90.46
19/08/2013,1.489,-90.47
20/08/2013,1.489,-90.48
21/08/2013,1.489,-90.49
22/08/2013,1.489,-90.5
23/08/2013,1.489,-90.51
24/08/2013,1.489,-90.52
25/08/2013,1.489,-90.53
26/08/2013,1.489,-90.54
27/08/2013,1.489,
28/08/2013,1.489,
29/08/2013,1.489,-90.57
30/08/2013,1.489,-90.58
31/08/2013,1.489,-90.59
01/09/2013,1.935,-90.6
02/09/2013,1.935,-90.61
03/09/2013,1.935,-90.62
04/09/2013,1.935,-90.63
05/09/2013,1.935,-90.64
06/09/2013,1.935,-90.65
07/09/2013,1.935,-90.66
08/09/2013,1.935,-90.67
09/09/2013,1.935,-90.68
10/09/2013,1.935,-90.69
11/09/2013,1.935,-90.7
12/09/2013,1.935,-90.71
13/09/2013,1.935,-90.72
14/09/2013,1.935,-90.73
15/09/2013,1.935,-90.74
16/09/2013,1.935,-90.75
17/09/2013,1.935,-90.76
18/09/2013,1.935,-90.77
19/09/2013,1.935,-90.78
20/09/2013,1.935,-90.79
21/09/2013,1.935,-90.8
22/09/2013,1.935,-90.81
23/09/2013,1.935,-90.82
24/09/2013,1.935,-90.83
25/09/2013,1.935,-90.84
26/09/2013,1.935,-90.85
27/09/2013,1.935,-90.86
28/09/2013,1.935,-90.87
29/09/2013,1.935,-90.88
30/09/2013,1.935,-90.89
01/10/2013,3.523,-90.9
02/10/2013,3.523,-90.91
03/10/2013,3.523,-90.92
04/10/2013,3.523,-90.93
05/10/2013,3.523,-90.94
06/10/2013,3.523,-90.95
07/10/2013,3.523,-90.96
08/10/2013,3.523,-90.97
09/10/2013,3.523,-90.98
10/10/2013,3.523,-90.99
11/10/2013,3.523,-91
12/10/2013,3.523,-91.01
13/10/2013,3.523,-91.02
14/10/2013,3.523,-91.03
15/10/2013,3.523,-91.04
16/10/2013,3.523,-91.07
17/10/2013,3.523,-91.08
18/10/2013,3.523,
19/10/2013,3.523,
20/10/2013,3.523,-91.09
21/10/2013,3.523,-91.1
22/10/2013,3.523,-91.11
23/10/2013,3.523,-91.12
24/10/2013,3.523,-91.13
25/10/2013,3.523,-91.14
26/10/2013,3.523,-91.15
27/10/2013,3.523,-91.16
28/10/2013,3.523,-91.17
29/10/2013,3.523,-91.18
30/10/2013,3.523,-91.19
31/10/2013,3.523,-91.2
01/11/2013,5.484,-91.21
02/11/2013,5.484,-91.22
03/11/2013,5.484,-91.23
04/11/2013,5.484,-91.24
05/11/2013,5.484,-91.25
06/11/2013,5.484,-91.26
07/11/2013,5.484,-91.27
08/11/2013,5.484,-91.28
09/11/2013,5.484,-91.29
10/11/2013,5.484,-91.3
11/11/2013,5.484,-91.31
12/11/2013,5.484,-91.32
13/11/2013,5.484,-91.33
14/11/2013,5.484,-91.34
15/11/2013,5.484,-91.35
16/11/2013,5.484,-91.36
17/11/2013,5.484,-91.37
18/11/2013,5.484,-91.38
19/11/2013,5.484,-91.39
20/11/2013,5.484,-91.4
21/11/2013,5.484,-91.41
22/11/2013,5.484,-91.42
23/11/2013,5.484,-91.43
24/11/2013,5.484,-91.44
25/11/2013,5.484,-91.45
26/11/2013,5.484,-91.46
27/11/2013,5.484,-91.47
28/11/2013,5.484,-91.48
29/11/2013,5.484,-91.49
30/11/2013,5.484,-91.5
01/12/2013,1.368,-91.51
02/12/2013,1.368,-91.52
03/12/2013,1.368,-91.53
04/12/2013,1.368,-91.54
05/12/2013,1.368,-91.57
06/12/2013,1.368,-91.58
07/12/2013,1.368,-91.59
08/12/2013,1.368,-91.6
09/12/2013,1.368,
10/12/2013,1.368,
11/12/2013,1.368,-91.61
12/12/2013,1.368,-91.62
13/12/2013,1.368,-91.63
14/12/2013,1.368,-91.64
15/12/2013,1.368,-91.65
16/12/2013,1.368,-91.66
17/12/2013,1.368,-91.67
18/12/2013,1.368,-91.68
19/12/2013,1.368,-91.69
20/12/2013,1.368,-91.7
21/12/2013,1.368,-91.71
22/12/2013,1.368,-91.72
23/12/2013,1.368,-91.73
24/12/2013,1.368,-91.74
25/12/2013,1.368,-91.75
26/12/2013,1.368,-91.76
